db_inst,year_month,employee_id,instance_server_id,instance_server_channel_id
hms_inst1,2025-12,20210626DA64CD25540C,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,20220802B96D377C5B83,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,2023060944C8C7BB55DA,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,2024010888C038FFE9FA,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,20240119B1D7185CEDEB,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,2024062605DA025C429E,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,20240710E5E4AAC07F38,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,20241105305F58B9758E,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,20241210F33588FF6BDB,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,202502156AA30C95C6D5,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,2025052311133250E19C,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,202506301C0424C239E4,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,2025071941DDA9F52CD1,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,2025081498BF9000B33C,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,20250826E6C6DBBC59CC,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,20251008CEFD3D76324D,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,202511122E68075FE319,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,20251126CE52271ADD0D,2021042170FCF9394530,202104212C42CBB70492
hms_inst1,2025-12,202104213B482B1E382C,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202104215CED5222419B,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,2021042171E2DEE193DA,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202104217716C1E82964,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20210421870E8DD67779,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202104219AE0DE0217DF,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20210421A1A863D04187,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20210421B2CD5064D5E7,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20210421CCDFFA27192F,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20210421CDF89D72290F,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20210421E8992CE8D0BB,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,2021052437B7414B40C8,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20210913623509F9ECA5,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202112291878E8652B7B,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,2022010601433C4B7AB9,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202202122D640227A43E,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20220223BBA6F56C9D7D,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20220517959C9FB327E0,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,2022072778E990ECF71E,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202208033A59E21E6955,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20220815945BFDF89EDA,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202208179628A98D1E43,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,2022082303FA51592406,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202210038B5549ECF54F,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,2022102078E3F79D6876,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,2022110586E79D83C198,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,2022110715BEE7489C9B,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,20221107520F292EC5D1,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202211145CB29EE30CBF,202104211A97BD41A5F1,20210421BBB75B40B62F
hms_inst1,2025-12,202301167D98D7D49C83,202104211A97BD41A5F1,20210421BBB75B40B62F
